rating,avg_sentiment_star,avg_abs_diff,count
1.0,1.487813250944044,0.48781325094404393,2913
2.0,2.058069381598793,0.5874811463046757,1326
3.0,2.7643714466203413,0.6512950094756791,1583
4.0,3.8752865657955065,0.6116460339293902,2181
5.0,4.671834625322997,0.3281653746770026,11997
