rating,avg_sentiment_star,avg_abs_diff,count
1.0,1.484375,0.484375,128
2.0,2.098360655737705,0.4262295081967213,61
3.0,2.7934782608695654,0.532608695652174,92
4.0,3.7899159663865545,0.6302521008403361,119
5.0,4.675,0.325,600
